begin_ymd	dmID	cycle	phase	begin	end	duration_h	duration_m	magnitude	min	max	HIN_TEMP_PUP	HIN_RH_PUP	HIN_VPD_PUP	HIN_TEMP_BUP	HIN_RH_BUP	HIN_VPD_BUP	SER_TEMP	SER_RH	SER_VPD	SER_P	SER_RAD	year	HIN_TEMP_PUP_rel	HIN_RH_PUP_rel	HIN_VPD_PUP_rel	HIN_TEMP_BUP_rel	HIN_RH_BUP_rel	HIN_VPD_BUP_rel	SER_TEMP_rel	SER_RH_rel	SER_VPD_rel	HIN_TEMP_BUP_2	HIN_RH_BUP_2	HIN_VPD_BUP_2	HIN_TEMP_PUP_2	HIN_RH_PUP_2	HIN_VPD_PUP_2	SER_TEMP_2	SER_RH_2	SER_VPD_2	HIN_TEMP_PUP_3	HIN_RH_PUP_3	HIN_VPD_PUP_3	SM10	SM20	SM30	SM50	SM70	SM130	SM200	SMmean_up	SMmean_mid	SMmean_deep	SMmean	ST10	ST20	ST30	ST50	ST70	ST130	ST200	STmean_up	STmean_mid	STmean_deep	STmean	obs_1	obs_2
2019-07-07	mean_dt_scaled	123	1	7/7/19 5:00	7/7/19 13:00	8	480	1.123380415	-0.714699289	0.408681126	12.35166667	80.29916667	0.287012064	13.085	79.37270833	0.315232371	13.1875	75.0375	0.385421819	NA	188.0125	2019	0.562482128	0.762664391	0.062620721	0.570668575	0.750025247	0.066069492	0.601782753	0.655716723	0.087654717	12.70657866	79.34679533	0.293860722	12.35166667	80.29916667	0.287012064	12.24303602	77.91385157	0.307366585	12.35166667	80.29916667	0.287012064	4.757958334	4.33	4.339625	4.312125	4.43725	4.5948125	5.9365625	4.475861111	4.3746875	5.2656875	4.682456945	14.95020834	15.235	15.33666667	14.95541667	14.50520833	14.20520834	12.32552084	15.17395834	14.7303125	13.26536459	14.46828646	1	NA
2019-07-08	mean_dt_scaled	124	1	8/7/19 6:00	8/7/19 16:00	10	600	2.749034269	-1.626816648	1.122217621	13.16766667	73.93533333	0.417145032	13.90316667	73.1775	0.450000733	14.71	67.42	0.578314438	NA	729.44	2019	0.578038319	0.685999398	0.091013326	0.585940951	0.674947738	0.094315567	0.627031509	0.569055745	0.125183446	13.50769117	73.11473646	0.423322091	13.16766667	73.93533333	0.417145032	13.56745952	70.72026819	0.479373516	13.16766667	73.93533333	0.417145032	4.758583333	4.320666667	4.324566667	4.290133333	4.388233333	4.556983334	5.858683334	4.467938889	4.339183333	5.207833334	4.651280556	14.41816667	14.695	14.89466667	14.74816667	14.37183333	14.12933333	12.3415	14.66927778	14.56	13.23541667	14.20633611	1	NA
2019-07-09	mean_dt_scaled	125	1	9/7/19 7:00	9/7/19 19:00	12	720	2.927955418	-1.506278871	1.421676546	14.46625	72.31277778	0.482311557	15.29375	71.35513889	0.525945886	16.25	64.78333333	0.680590433	NA	684.2333333	2019	0.602794459	0.666452498	0.105231456	0.611898391	0.652863197	0.110232897	0.652570481	0.539059537	0.145082021	14.8692887	71.28153552	0.496276628	14.46625	72.31277778	0.482311557	14.90710629	68.23033297	0.570575451	14.46625	72.31277778	0.482311557	4.746444445	4.3125	4.302777778	4.252138889	4.355555556	4.495888889	5.746097223	4.453907407	4.303847222	5.120993056	4.609015046	14.42145834	14.60305556	14.72944444	14.54166667	14.20083333	14.03145834	12.36104167	14.58465278	14.37125	13.19625	14.10411111	1	NA
2019-07-10	mean_dt_scaled	126	1	10/7/19 8:00	10/7/19 19:00	11	660	3.298963735	-1.505195002	1.793768733	17.81454545	68.14575758	0.70947304	18.58166667	67.29681818	0.762364638	20.08181818	59.87272727	1.011065011	NA	802.3727273	2019	0.666626228	0.616252476	0.154793888	0.673272563	0.603681863	0.159783857	0.716116388	0.483193712	0.209378368	18.08867087	67.19907497	0.723385535	17.81454545	68.14575758	0.70947304	18.24040683	63.59300391	0.865267482	17.81454545	68.14575758	0.70947304	4.722030303	4.314333333	4.287060606	4.22430303	4.315878788	4.458924243	5.682378788	4.441141414	4.270090909	5.070651515	4.578679293	14.69037879	14.65939394	14.70484848	14.42939394	14.08348485	13.93106061	12.3769697	14.68487374	14.2564394	13.15401515	14.09708586	1	NA
2019-07-11	mean_dt_scaled	127	1	11/7/19 7:00	11/7/19 18:00	11	660	3.43976139	-1.801238126	1.638523265	18.27787879	60.15287879	0.929738216	19.03272727	59.22818182	0.99528318	21.07272727	52.09090909	1.35245931	NA	720.6636364	2019	0.675459196	0.519962399	0.202851673	0.681692324	0.505900952	0.208601209	0.732549374	0.394663357	0.275799231	18.53032941	59.08244448	0.947132065	18.27787879	60.15287879	0.929738216	19.10239914	56.24424671	1.169696888	18.27787879	60.15287879	0.929738216	4.68939394	4.300151515	4.267727273	4.207060606	4.275878788	4.409757576	5.596909091	4.419090909	4.241469697	5.003333333	4.541077273	14.80886364	14.81333333	14.82863636	14.39166667	14.03545455	13.85265152	12.3875	14.81694445	14.21356061	13.12007576	14.12686869	1	NA
2019-07-12				12/7/19 9:30	12/7/19 14:00			1.841818316	-0.734972839	1.106845477	16.94	89.09	0.22	17.74	88.05	0.25	19.66	74.72	0.6	0.1	467.5	2019	0.65	0.87	0.05	0.66	0.86	0.05	0.71	0.65	0.13	17.27	88.07	0.23	16.94	89.09	0.22	17.87	77.61	0.5	16.94	89.09	0.22	4.68	4.3	4.26	4.2	4.24	4.41	5.61	4.41	4.22	5.01	4.53	15.3	15.07	14.95	14.46	14.04	13.8	12.38	15.11	14.25	13.09	14.24	1	NA
2019-07-13	mean_dt_scaled	128	1	13/7/19 7:00	13/7/19 16:00	9	540	4.231838834	-2.120375085	2.111463749	19.57333333	71.15462963	0.765286127	20.425	69.79277778	0.841585732	22.57777778	64.86666667	1.13382111	NA	789.8111111	2019	0.700155689	0.652500307	0.166971271	0.707681299	0.633929503	0.176387791	0.757508753	0.540007584	0.233261503	19.89358112	69.70988111	0.799487012	19.57333333	71.15462963	0.765286127	20.41164333	68.30902878	0.974732012	19.57333333	71.15462963	0.765286127	4.674907408	4.296444444	4.256111111	4.195444444	4.2	4.4125	5.619759259	4.409154321	4.197722222	5.01612963	4.527817284	15.51601852	15.24462963	15.09648148	14.60814815	14.08148148	13.77287037	12.36814815	15.28570988	14.34481482	13.07050926	14.33888117	1	NA
2019-07-14	mean_dt_scaled	129	1	14/7/19 9:00	14/7/19 18:00	9	540	2.584531179	-1.311613375	1.272917805	18.0162963	76.17611111	0.513055982	18.75277778	75.13555556	0.559978071	20	67.82222222	0.77700724	NA	580.5333333	2019	0.670472398	0.71299401	0.111939321	0.676466623	0.698676712	0.117365696	0.714759536	0.573631652	0.163840645	18.25621528	75.08443898	0.528968672	18.0162963	76.17611111	0.513055982	18.16923315	71.1001066	0.656552607	18.0162963	76.17611111	0.513055982	4.651259259	4.297444444	4.245592593	4.188444444	4.179666667	4.375185185	5.578240741	4.398098766	4.184055556	4.976712963	4.507470062	15.8337963	15.53203704	15.40851852	14.83074074	14.17666667	13.78194444	12.36518519	15.59145062	14.50370371	13.07356481	14.5097608	1	NA
2019-07-15	mean_dt_scaled	130	1	15/7/19 8:00	15/7/19 17:00	9	540	1.452108314	-0.714911885	0.737196429	13.83814815	82.24962963	0.289184293	14.52925926	81.4337037	0.316085887	15.33333333	74.12222222	0.46216796	NA	427.7555556	2019	0.59082035	0.786161586	0.063094661	0.597627961	0.775001711	0.06624838	0.637368712	0.645304007	0.102586264	14.12073327	81.42004998	0.294680628	13.83814815	82.24962963	0.289184293	14.1096975	77.04950933	0.375802942	13.83814815	82.24962963	0.289184293	4.633962963	4.27737037	4.239777778	4.18737037	4.148518519	4.3785	5.567148148	4.383703704	4.167944445	4.972824074	4.495712037	15.53777778	15.51888889	15.40444444	14.89981481	14.25648148	13.82018519	12.36666667	15.48703704	14.57814815	13.09342593	14.49628704	1	NA
2019-07-16	mean_dt_scaled	131	1	16/7/19 9:00	16/7/19 17:00	8	480	2.526323145	-1.302001463	1.224321682	16.14979167	75.20541667	0.493289553	16.835625	74.47541667	0.529589173	17.7625	68.5	0.686829684	NA	705.2625	2019	0.634889429	0.701300071	0.107626652	0.64067993	0.690676725	0.110996493	0.6776534	0.581342435	0.146295914	16.37902431	74.42037343	0.499776448	16.14979167	75.20541667	0.493289553	16.22283079	71.7401658	0.576139139	16.14979167	75.20541667	0.493289553	4.6176875	4.27	4.229458333	4.178625	4.117625	4.373	5.570916667	4.372381945	4.148125	4.971958333	4.484977778	15.10427084	15.13125	15.16166667	14.74979167	14.25854167	13.85885417	12.36833334	15.13239584	14.50416667	13.11359375	14.33828646	1	NA
2019-07-17	mean_dt_scaled	132	1	17/7/19 7:00	17/7/19 15:00	8	480	2.364475119	-1.171435299	1.193039819	16.86833333	73.775	0.544730496	17.63020833	72.71145834	0.594581902	19.625	62.825	0.91139047	NA	842.95	2019	0.648587678	0.684067865	0.118850113	0.655512087	0.669299946	0.124618306	0.70854063	0.516780432	0.189985927	17.15704507	72.64592266	0.562209852	16.86833333	73.775	0.544730496	17.84302047	66.38098159	0.776385326	16.86833333	73.775	0.544730496	4.603395833	4.265291667	4.21875	4.171541667	4.086291667	4.344791667	5.5010625	4.362479167	4.128916667	4.922927083	4.460544792	15.24760417	15.21479167	15.17729167	14.679375	14.21229167	13.86479167	12.3875	15.21322917	14.44583334	13.12614584	14.35688542	1	NA
2019-07-18	mean_dt_scaled	133	1	18/7/19 7:00	18/7/19 17:00	10	600	2.354401486	-0.787053018	1.567348468	19.366	60.25533333	0.996163751	20.21183333	59.30666667	1.07646344	22.03	53.25	1.434077135	NA	728.18	2019	0.696203095	0.521196667	0.217344495	0.703702206	0.506852082	0.225615764	0.748424544	0.407849829	0.291678601	19.68485777	59.16139617	1.025115558	19.366	60.25533333	0.996163751	19.93513117	57.33883379	1.242477442	19.366	60.25533333	0.996163751	4.585516667	4.2558	4.203966667	4.160066667	4.048566667	4.306716667	5.4279	4.348427778	4.104316667	4.867308333	4.430858611	15.33075	15.276	15.19466667	14.7025	14.20383333	13.85275	12.40958334	15.26713889	14.45316667	13.13116667	14.38215556	1	NA
2019-07-19	mean_dt_scaled	134	1	19/7/19 5:00	19/7/19 17:00	12	720	3.313730341	-3.152079678	0.161650663	19.07166667	67.30722222	0.754634775	19.87319444	66.21888889	0.819497791	20.50833333	63.95833333	0.969644998	NA	562.0666667	2019	0.690591936	0.606150654	0.164647343	0.697380975	0.590618825	0.171758384	0.723189608	0.529673872	0.201319789	19.35327759	66.1147339	0.778268863	19.07166667	67.30722222	0.754634775	18.61143257	67.45124452	0.828332272	19.07166667	67.30722222	0.754634775	4.574597222	4.242611111	4.19	4.146611111	4.017972222	4.269833334	5.380569445	4.335736111	4.082291667	4.825201389	4.406542361	15.79916667	15.46916667	15.31805556	14.79375	14.22263889	13.85159722	12.43159722	15.5287963	14.50819445	13.14159722	14.50645602	1	NA
2019-07-20	mean_dt_scaled	135	1	20/7/19 8:00	20/7/19 20:00	12	720	4.538743674	-2.086083017	2.452660657	22.99430556	66.23486111	1.09518258	23.82069444	65.46333333	1.175085331	24.64166667	62.85	1.287346715	NA	653.6666667	2019	0.765372965	0.593231938	0.238948572	0.771067314	0.581462518	0.246285908	0.791735766	0.517064846	0.263131079	23.21849451	65.35468412	1.119853855	22.99430556	66.23486111	1.09518258	22.2070213	66.40459033	1.11163444	22.99430556	66.23486111	1.09518258	5.589347222	4.250694444	5.49875	5.741277778	3.937722222	4.301555556	5.416055556	5.112930556	4.8395	4.858805556	4.954663889	16.31923611	15.66208333	15.55041667	14.94361111	14.31819444	13.88618056	12.43805556	15.84391204	14.63090278	13.16211806	14.67547107	1	NA
2019-07-21	mean_dt_scaled	136	1	21/7/19 8:00	21/7/19 18:00	10	600	3.840533536	-1.697279701	2.143253835	20.91016667	71.25316667	0.776918455	21.684	70.4675	0.838078709	22.99	63.33	1.102784215	NA	804.43	2019	0.725641026	0.653687381	0.169509229	0.731182528	0.64210622	0.175652755	0.764344942	0.522525597	0.227223039	21.12633808	70.38861674	0.79611809	20.91016667	71.25316667	0.776918455	20.77023564	66.85787816	0.947055675	20.91016667	71.25316667	0.776918455	5.69705	4.225766667	5.442033333	5.985533333	3.903933333	4.341383334	5.481183334	5.121616667	4.944733334	4.911283333	5.005451667	16.72683334	16.06183333	15.936	15.21966667	14.452	13.93516667	12.44125	16.24155556	14.83583334	13.18820834	14.90383472	1	NA
2019-07-22	mean_dt_scaled	137	1	22/7/19 6:00	22/7/19 15:00	9	540	2.336085952	-1.681401419	0.654684533	17.20592592	76.58592593	0.508045644	17.99240741	75.80462963	0.551272406	19.14444444	68.96666667	0.765565014	NA	453.7888889	2019	0.65502353	0.717931042	0.110846158	0.662273106	0.706784981	0.115541077	0.700571218	0.586651498	0.161614473	17.51169434	75.75749287	0.520605824	17.20592592	76.58592593	0.508045644	17.42498495	72.1808623	0.646349302	17.20592592	76.58592593	0.508045644	5.571277778	4.270407407	5.320333333	6	3.901814815	4.378648148	5.52962963	5.054006173	4.950907408	4.954138889	4.993116358	16.38166667	16.11092593	16.08685185	15.39055556	14.67555556	14.01611111	12.44870371	16.19314815	15.03305556	13.23240741	14.95689815	1	NA
2019-07-23	mean_dt_scaled	138	1	23/7/19 8:00	23/7/19 19:00	11	660	5.050979383	-2.512603384	2.538375999	23.67287879	69.45787879	1.023602872	24.49590909	68.47742424	1.109479411	26.54545455	60.02727273	1.538902735	NA	753.4545455	2019	0.778309258	0.632059578	0.223331204	0.783671265	0.617989205	0.232535575	0.823307704	0.484951908	0.31207322	23.87963475	68.38670355	1.056831405	23.67287879	69.45787879	1.023602872	23.86312732	63.73894885	1.33595292	23.67287879	69.45787879	1.023602872	5.406818182	4.282969697	5.274030303	6.007454545	3.89	4.389454546	5.591030303	4.987939394	4.948727273	4.990242424	4.976866667	16.84621212	16.1630303	16.04393939	15.39530303	14.79090909	14.12659091	12.4594697	16.35106061	15.09310606	13.2930303	15.05626515	1	NA
2019-07-24	mean_dt_scaled	139	1	24/7/19 7:00	24/7/19 17:00	10	600	3.284946611	-1.803421434	1.481525177	24.228	64.86566667	1.242794452	25.1615	63.242	1.367789054	26.64	58.94	1.746333119	NA	647.75	2019	0.788892066	0.576737275	0.27115475	0.796095573	0.554542976	0.286674644	0.824875622	0.47258248	0.352430382	24.53135184	63.12013778	1.30496917	24.228	64.86566667	1.242794452	23.94537246	62.71218324	1.520923521	24.228	64.86566667	1.242794452	5.18175	4.302766667	5.2317	5.9922	3.88	4.366133334	5.5982	4.905405556	4.9361	4.982166667	4.937642222	17.28483334	16.72966667	16.46433333	15.732	14.882	14.19783333	12.47583334	16.82627778	15.307	13.33683333	15.32366111	1	NA
2019-07-25	mean_dt_scaled	140	1	25/7/19 7:00	25/7/19 18:00	11	660	3.957813768	-1.924889935	2.032923834	25.26272727	61.96060606	1.394516915	26.15878788	60.8019697	1.518180228	27.66363636	56.27272727	1.899274742	NA	610.6272727	2019	0.808618065	0.541740059	0.304257784	0.814711531	0.524973123	0.318195101	0.841851349	0.44223808	0.382186341	25.5078519	60.66559361	1.449438147	25.26272727	61.96060606	1.394516915	24.83583424	60.1933452	1.657305199	25.26272727	61.96060606	1.394516915	5.03389394	4.303242424	5.024333333	5.733272727	3.867393939	4.330590909	5.584636364	4.787156566	4.800333333	4.957613637	4.842246717	17.9469697	17.2980303	16.92530303	16.02590909	15.07909091	14.29356061	12.52795455	17.39010101	15.5525	13.41075758	15.64501768	1	NA
2019-07-26	mean_dt_scaled	141	1	26/7/19 6:00	26/7/19 17:00	11	660	3.896872045	-1.828572838	2.068299207	22.85287879	64.04363636	1.15704426	23.72727273	63	1.261372808	25.05454545	58.50909091	1.596330237	NA	586.9909091	2019	0.762676811	0.56683429	0.252445646	0.76932345	0.551610265	0.264370883	0.798582843	0.467680215	0.323246179	23.12702011	62.87669831	1.20274345	22.85287879	64.04363636	1.15704426	22.56618476	62.3052544	1.387162388	22.85287879	64.04363636	1.15704426	4.885166667	4.286909091	4.736212121	5.47569697	3.851454545	4.310545455	5.54339394	4.63609596	4.663575758	4.926969697	4.73160202	17.89765152	17.48469697	17.22530303	16.27060606	15.28015152	14.41212121	12.55901515	17.53588384	15.77537879	13.48556818	15.79263763	1	NA
2019-07-27	mean_dt_scaled	142	1	27/7/19 7:00	27/7/19 15:00	8	480	3.319208984	-2.399109299	0.920099685	20.85875	70.939375	0.772036875	21.64020833	69.963125	0.83932492	22.925	61.8375	1.149739242	NA	639.5375	2019	0.72466082	0.649907138	0.168444159	0.730365087	0.63599388	0.175913948	0.763266998	0.505546075	0.236358497	21.08345922	69.8812416	0.797315228	20.85875	70.939375	0.772036875	20.71369211	65.44843632	0.988926588	20.85875	70.939375	0.772036875	4.766208334	4.27	4.538708333	5.234375	3.830458333	4.295354167	5.486854167	4.524972223	4.532416667	4.891104167	4.637045139	17.82322917	17.52104167	17.335625	16.41916667	15.43979167	14.54666667	12.588125	17.55996528	15.92947917	13.56739584	15.87304861	1	NA
2019-07-28	mean_dt_scaled	143	1	28/7/19 7:00	28/7/19 17:00	10	600	3.205241835	-1.524952986	1.680288848	22.37916667	75.5995	0.776075507	23.1765	74.86916667	0.844073128	25.15	62.41	1.380364988	NA	625.7	2019	0.753645982	0.706047585	0.169325314	0.759042404	0.69544844	0.176909124	0.800165838	0.512059158	0.281228493	22.58772789	74.81646555	0.801876457	22.37916667	75.5995	0.776075507	22.64922072	65.98907649	1.194581044	22.37916667	75.5995	0.776075507	4.724116667	4.224533333	4.437566667	5.095666667	3.77	4.30585	5.487466667	4.462072222	4.432833334	4.896658334	4.583676389	17.783	17.3815	17.243	16.50283333	15.55716667	14.68008334	12.65533334	17.46916667	16.03	13.66770833	15.89697917	1	NA
2019-07-29	mean_dt_scaled	144	1	29/7/19 7:00	29/7/19 16:00	9	540	2.86204532	-1.48200431	1.38004101	24.64111111	75.85814815	0.809977491	25.4287037	74.58777778	0.894367939	26.22222222	71.88888889	1.048498019	NA	618.9555556	2019	0.7967676	0.709163515	0.176722099	0.801083353	0.692038389	0.187450404	0.817947301	0.619896347	0.216661245	24.79298586	74.53340289	0.850190728	24.64111111	75.85814815	0.809977491	23.58194736	74.9404618	0.898647385	24.64111111	75.85814815	0.809977491	4.686240741	4.276259259	4.370074074	4.976037037	3.760888889	4.292370371	5.496407408	4.444191358	4.368462963	4.894388889	4.556532099	18.62166667	17.93814815	17.57018519	16.62462963	15.66	14.78037037	12.68685185	18.04333334	16.14231482	13.73361111	16.18011111	1	NA
2019-07-30	mean_dt_scaled	145	1	30/7/19 6:00	30/7/19 15:00	9	540	1.354598015	-0.359535316	0.995062698	21.85648148	84.68518518	0.413422684	22.61925926	83.60925926	0.463652643	23.63333333	76.51111111	0.716904486	NA	393.8	2019	0.743681533	0.815502683	0.090201179	0.748640623	0.801366489	0.097176868	0.77501382	0.672481355	0.152147196	22.04210246	83.60854625	0.436436408	21.85648148	84.68518518	0.413422684	21.32987163	79.30545569	0.602957554	21.85648148	84.68518518	0.413422684	4.66	4.279925926	4.323851852	4.892740741	3.75	4.290444445	5.482648148	4.421259259	4.32137037	4.886546296	4.530878704	18.94212963	18.36685185	17.94518519	16.86685185	15.84666667	14.88064815	12.80324074	18.41805556	16.35675926	13.84194445	16.42683333	1	NA
2019-07-31	mean_dt_scaled	146	1	31/7/19 6:00	31/7/19 15:00	9	540	3.168726842	-2.319805039	0.848921804	18.98962963	87.79907407	0.291734114	19.69981482	87.14611111	0.322672097	20.72222222	80.66666667	0.534371432	NA	444.3	2019	0.689027985	0.85301565	0.063650985	0.694144569	0.844228329	0.067628783	0.726736687	0.7197573	0.116634	19.18351195	87.16643612	0.301007482	18.98962963	87.79907407	0.291734114	18.79749462	83.22975308	0.440188494	18.98962963	87.79907407	0.291734114	4.641333333	4.27	4.297	4.856074074	3.736518518	4.299092593	5.482444445	4.402777778	4.296296296	4.890768518	4.517230555	18.51472222	18.16574074	18.00722222	17.05462963	16.11925926	15.00509259	12.83898148	18.2292284	16.58694445	13.92203704	16.4443858	1	NA
2019-08-01	mean_dt_scaled	147	1	1/8/19 8:00	1/8/19 18:00	10	600	2.699455902	-0.77456087	1.924895032	18.662	81.27133333	0.43902996	19.45233333	80.10216667	0.490948307	21.19	72.01	0.7470331	NA	762.29	2019	0.682782067	0.774376067	0.095788213	0.689524936	0.758865291	0.102897761	0.734494196	0.621274175	0.158008948	18.94118906	80.08059265	0.462657206	18.662	81.27133333	0.43902996	19.20441475	75.05483303	0.629823955	18.662	81.27133333	0.43902996	5.197183334	4.3469	5.174466667	6.047633334	3.739933333	4.341583334	5.496016667	4.906183334	4.893783334	4.9188	4.906248333	17.81808334	17.68233333	17.53883333	16.961	16.09216667	15.18766667	12.91433334	17.67975	16.52658333	14.051	16.245175	1	NA
2019-08-02	mean_dt_scaled	148	1	2/8/19 7:00	2/8/19 14:00	7	420	2.272006072	-1.334507346	0.937498726	17.32071429	86.62785714	0.298257595	18.07571428	85.87428571	0.330214457	19.74285714	77.37142857	0.601904368	NA	568.6	2019	0.657211851	0.838906019	0.065074288	0.663828161	0.828815533	0.06920959	0.710495143	0.682268812	0.129773047	17.59326474	85.88704561	0.308252834	17.32071429	86.62785714	0.298257595	17.94554446	80.11789616	0.500409216	17.32071429	86.62785714	0.298257595	5.189928572	4.409857143	5.19452381	6.169761905	3.675619048	4.449047619	5.545047619	4.931436508	4.922690476	4.997047619	4.948496032	17.44333333	17.5	17.37595238	16.78309524	16.1102381	15.27511905	12.96107143	17.4397619	16.44666667	14.11809524	16.14533333	1	NA
2019-08-03	mean_dt_scaled	149	1	3/8/19 7:00	3/8/19 14:00	7	420	3.412478938	-2.073795027	1.338683911	18.54071428	71.71738095	0.69868208	19.29714286	71.07	0.752546972	20.97142857	68.61428571	0.991257191	NA	573.0714286	2019	0.680469881	0.659279762	0.1524395	0.686628059	0.649407702	0.157726175	0.730869462	0.582642613	0.205524606	18.78923343	70.99470055	0.713954476	18.54071428	71.71738095	0.69868208	19.01427935	71.84809146	0.847604379	18.54071428	71.71738095	0.69868208	5.157333334	4.451809524	5.217809524	6.208571429	3.651047619	4.51102381	5.583904762	4.94231746	4.929809524	5.047464286	4.970109127	17.26154762	17.33880953	17.25071429	16.66571428	16.07571428	15.32761905	13.02142857	17.28369048	16.37071429	14.17452381	16.07704762	1	NA
2019-08-04	mean_dt_scaled	150	1	4/8/19 7:00	4/8/19 15:00	8	480	3.033602514	-1.229475521	1.804126993	17.97479167	79.02333333	0.46908971	18.731875	78.49791667	0.503803607	20.2625	71.2	0.753280374	NA	658.7625	2019	0.669681156	0.747294448	0.102346694	0.67607644	0.739423961	0.105592101	0.719112769	0.612059158	0.159224403	18.23574821	78.4668002	0.475006282	17.97479167	79.02333333	0.46908971	18.39758204	74.28990982	0.635394797	17.97479167	79.02333333	0.46908971	5.1095	4.522583333	5.226541667	6.204208333	3.65	4.5090625	5.6299375	4.952875	4.927104167	5.0695	4.98013125	17.15989584	17.05041667	17.14895833	16.57770833	15.943125	15.34645834	13.09791667	17.11975695	16.26041667	14.2221875	15.99268403	1	NA
2019-08-05	mean_dt_scaled	151	1	5/8/19 7:00	5/8/19 16:00	9	540	3.845349726	-2.242005203	1.603344523	19.65148148	73.1237037	0.66007747	20.39833333	72.46648148	0.707543761	21.7	64.11111111	0.997112546	NA	555.7444444	2019	0.701645502	0.676221709	0.144016688	0.707183524	0.66633116	0.14829396	0.742951907	0.531411958	0.20666381	19.8674703	72.39948863	0.670723429	19.65148148	73.1237037	0.66007747	19.648064	67.59552016	0.852825738	19.65148148	73.1237037	0.66007747	4.988203704	4.54	5.221259259	5.948185185	3.66	4.48737037	5.643370371	4.916487654	4.804092593	5.065370371	4.927433951	17.2287963	17.04407407	17.06	16.5212963	15.89203704	15.34777778	13.13555556	17.11095679	16.20666667	14.24166667	15.97888272	1	NA
2019-08-06	mean_dt_scaled	152	1	6/8/19 6:00	6/8/19 18:00	12	720	1.51350736	-0.789863063	0.723644296	19.09305556	87.55236111	0.310910327	19.765	87.36402778	0.328898817	20.75833333	80.675	0.533887177	NA	597.8333333	2019	0.690999693	0.850043503	0.06783488	0.695361354	0.846869183	0.06893384	0.727335544	0.719852105	0.116539784	19.24733839	87.38564901	0.306989002	19.09305556	87.55236111	0.310910327	18.8289077	83.23762266	0.439756671	19.09305556	87.55236111	0.310910327	4.964777778	4.507222222	5.079	5.366888889	3.662777778	4.475416667	5.668347222	4.850333333	4.514833334	5.071881945	4.816147917	17.52493056	17.23597222	17.18472222	16.57388889	15.88027778	15.33694445	13.20951389	17.31520833	16.22708334	14.27322917	16.07617708	1	NA
2019-08-07	mean_dt_scaled	153	1	7/8/19 10:00	7/8/19 16:00	6	360	3.284903526	-1.731191667	1.553711859	19.79444445	83.7125	0.413134144	20.50777778	83.21638889	0.442494282	21.58333333	77.56666667	0.63340417	NA	560.9666667	2019	0.704370942	0.80378476	0.090138225	0.709226477	0.796605434	0.092742291	0.741017137	0.684489951	0.135901573	19.97463345	83.213339	0.416111233	19.79444445	83.7125	0.413134144	19.54657561	80.3022692	0.528498338	19.79444445	83.7125	0.413134144	5.110722223	4.566555556	4.942055556	5.101666667	3.63	4.493083334	5.71825	4.873111111	4.365833334	5.105666667	4.790694444	17.52569445	17.33888889	17.29194445	16.69555556	15.925	15.33472223	13.23444445	17.38550926	16.31027778	14.28458333	16.13266204	1	NA
2019-08-08	mean_dt_scaled	154	1	8/8/19 6:00	8/8/19 14:00	8	480	3.057987719	-1.876231834	1.181755885	18.09458333	75.11104167	0.579871511	18.77166667	74.93541667	0.608223813	19.425	69.625	0.779311789	NA	525.0875	2019	0.671964859	0.700163136	0.126517232	0.676819214	0.6962513	0.127477511	0.705223881	0.594141069	0.164289013	18.27471045	74.88310962	0.575314563	18.09458333	75.11104167	0.579871511	17.66904037	72.80255914	0.658607629	18.09458333	75.11104167	0.579871511	5.0600625	4.620541667	4.808	5.04775	3.63	4.4828125	5.72375	4.829534723	4.338875	5.10328125	4.764460764	17.24635417	17.311875	17.31083333	16.73395833	15.956875	15.3515625	13.27135417	17.2896875	16.34541667	14.31145834	16.1129375	1	NA
2019-08-09	mean_dt_scaled	155	1	9/8/19 7:00	9/8/19 15:00	8	480	3.962170208	-2.134155492	1.828014716	18.02208333	76.30979167	0.563354628	18.74375	75.87291667	0.60100662	20.55	67.175	0.934124285	NA	584.125	2019	0.670582722	0.714604457	0.122913555	0.676298105	0.707612527	0.125964862	0.723880597	0.566268487	0.194408964	18.24737569	75.82618608	0.568381574	18.02208333	76.30979167	0.563354628	18.64767843	70.48890252	0.796657609	18.02208333	76.30979167	0.563354628	4.9663125	4.647916667	4.685958333	5.021916667	3.64	4.473020834	5.7376875	4.766729167	4.330958334	5.105354167	4.737585417	16.9221875	16.92333333	17.06541667	16.621875	15.955	15.36875	13.32333334	16.9703125	16.2884375	14.34604167	15.97846875	1	NA
2019-08-10	mean_dt_scaled	156	1	10/8/19 7:00	10/8/19 17:00	10	600	3.584232473	-1.844199682	1.740032791	23.0945	64.26083333	1.072500186	23.77566667	63.709	1.133320451	24.77	58.46	1.393774433	NA	732.53	2019	0.767283068	0.569450858	0.233999693	0.770226799	0.560202381	0.237532414	0.793864013	0.467121729	0.283837403	23.17440531	63.58991561	1.079733619	23.0945	64.26083333	1.072500186	22.31865853	62.25889541	1.206538565	23.0945	64.26083333	1.072500186	4.771016667	4.598033333	4.560266667	4.968333333	3.6623	4.4214	5.697433334	4.643105556	4.315316667	5.059416667	4.669662222	17.57891667	17.21516667	17.12716667	16.582	15.9175	15.37191667	13.34416667	17.30708333	16.24975	14.35804167	16.10517083	1	NA
